SubjectCode,CourseNo\.,InstrType,InstrMethod,Sec,CRN_URL,CRN,CourseTitle,Days_Time._,Days_Time.realName,Days_Time1._,Days_Time1.realName,Instructor
GST,231,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15605?crseNumb=231,15605,Disaster and Resilience in Puerto Rico,MW,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Steve Dolph
GST,T280,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15357?crseNumb=T280,15357,Anthropology of Immigration,MWF,Days _ Time,01:00 pm - 01:50 pm,Days _ Time1,Rachel Reynolds
GST,T280,Lecture,Hybrid,130,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15401?crseNumb=T280,15401,Hindu Thought,T,Days _ Time,02:00 pm - 03:20 pm,Days _ Time1,Roger J Magyar
GST,T380,Special Topics-Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15606?crseNumb=T380,15606,Global Material Culture,R,Days _ Time,09:30 am - 12:20 pm,Days _ Time1,Joseph H Larnerd
TVST,368,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12793?crseNumb=368,12793,Supernatural Fantasy TV Shows,R,Days _ Time,03:30 pm - 06:20 pm,Days _ Time1,Yvonne D Leach
HBRW,101,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15252?crseNumb=101,15252,Introduction to Hebrew I,MW,Days _ Time,06:00 pm - 07:50 pm,Days _ Time1,Ilana Margolis
TVMN,606,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12324?crseNumb=606,12324,The Field of Television Management,T,Days _ Time,06:30 pm - 09:20 pm,Days _ Time1,Henry Vazquez
TVMN,606,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12325?crseNumb=606,12325,The Field of Television Management,TBD,Days _ Time,TBD,Days _ Time1,Daryl Evans
TVMN,610,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13572?crseNumb=610,13572,Media Law for Television Management,TBD,Days _ Time,TBD,Days _ Time1,STAFF
TVMN,700,Practicum,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14793?crseNumb=700,14793,Television Practicum,TBD,Days _ Time,TBD,Days _ Time1,Michelle M Bradsher-McHugh
TVMN,700,Practicum,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12327?crseNumb=700,12327,Television Practicum,TBD,Days _ Time,TBD,Days _ Time1,Michelle M Bradsher-McHugh
TVMN,710,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10435?crseNumb=710,10435,Television Programming,M,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,Brigitte McCray
TVMN,710,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13573?crseNumb=710,13573,Television Programming,TBD,Days _ Time,TBD,Days _ Time1,Douglas G Bailey
TVMN,796,Thesis,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12886?crseNumb=796,12886,Capstone Project Completion,TBD,Days _ Time,TBD,Days _ Time1,Michelle M Bradsher-McHugh
TVMN,796,Thesis,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13948?crseNumb=796,13948,Capstone Project Completion,TBD,Days _ Time,TBD,Days _ Time1,Michelle M Bradsher-McHugh
TVMN,796,Thesis,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12887?crseNumb=796,12887,Capstone Project Completion,TBD,Days _ Time,TBD,Days _ Time1,Michelle M Bradsher-McHugh
TVMN,796,Thesis,Online,901,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13081?crseNumb=796,13081,Capstone Project Completion,TBD,Days _ Time,TBD,Days _ Time1,Michelle M Bradsher-McHugh
CS,150,Lab,Face To Face,060,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13619?crseNumb=150,13619,Computer Science Principles,W,Days _ Time,09:00 am - 10:50 am,Days _ Time1,STAFF
CS,150,Lecture,Face To Face,A,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12051?crseNumb=150,12051,Computer Science Principles,T,Days _ Time,03:00 pm - 04:50 pm,Days _ Time1,STAFF
CS,164,Lab,Face To Face,060,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13620?crseNumb=164,13620,Introduction to Computer Science,W,Days _ Time,09:00 am - 10:50 am,Days _ Time1,Brian L Stuart
CS,164,Lab,Face To Face,061,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13621?crseNumb=164,13621,Introduction to Computer Science,W,Days _ Time,09:00 am - 10:50 am,Days _ Time1,Brian L Stuart
CS,164,Lab,Face To Face,062,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13622?crseNumb=164,13622,Introduction to Computer Science,W,Days _ Time,11:00 am - 12:50 pm,Days _ Time1,Brian L Stuart
CS,164,Lab,Face To Face,063,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13623?crseNumb=164,13623,Introduction to Computer Science,W,Days _ Time,11:00 am - 12:50 pm,Days _ Time1,Brian L Stuart
CS,164,Lab,Face To Face,064,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13624?crseNumb=164,13624,Introduction to Computer Science,R,Days _ Time,09:00 am - 10:50 am,Days _ Time1,Brian L Stuart
CS,164,Lab,Face To Face,065,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13625?crseNumb=164,13625,Introduction to Computer Science,R,Days _ Time,09:00 am - 10:50 am,Days _ Time1,Brian L Stuart
CS,164,Lab,Face To Face,066,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13626?crseNumb=164,13626,Introduction to Computer Science,R,Days _ Time,11:00 am - 12:50 pm,Days _ Time1,Brian L Stuart
CS,164,Lab,Face To Face,067,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13627?crseNumb=164,13627,Introduction to Computer Science,R,Days _ Time,11:00 am - 12:50 pm,Days _ Time1,Brian L Stuart
CS,164,Lab,Face To Face,068,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13628?crseNumb=164,13628,Introduction to Computer Science,F,Days _ Time,09:00 am - 10:50 am,Days _ Time1,Brian L Stuart
CS,164,Lab,Face To Face,069,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13629?crseNumb=164,13629,Introduction to Computer Science,F,Days _ Time,09:00 am - 10:50 am,Days _ Time1,Brian L Stuart
CS,164,Lab,Face To Face,070,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15132?crseNumb=164,15132,Introduction to Computer Science,F,Days _ Time,11:00 am - 12:50 pm,Days _ Time1,Brian L Stuart
CS,164,Lab,Face To Face,071,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15133?crseNumb=164,15133,Introduction to Computer Science,F,Days _ Time,11:00 am - 12:50 pm,Days _ Time1,Brian L Stuart
CS,164,Lab,Face To Face,72H,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13630?crseNumb=164,13630,Introduction to Computer Science,F,Days _ Time,01:30 pm - 03:20 pm,Days _ Time1,Brian L Stuart
CS,164,Lecture,Face To Face,A,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10273?crseNumb=164,10273,Introduction to Computer Science,M,Days _ Time,10:00 am - 11:50 am,Days _ Time1,Brian L Stuart
CS,164,Lecture,Face To Face,B,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10811?crseNumb=164,10811,Introduction to Computer Science,M,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,Brian L Stuart
CS,164,Lecture,Face To Face,C,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11068?crseNumb=164,11068,Introduction to Computer Science,T,Days _ Time,11:00 am - 12:50 pm,Days _ Time1,Brian L Stuart
HBRW,103,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15538?crseNumb=103,15538,Introduction to Hebrew III,TR,Days _ Time,06:00 pm - 07:50 pm,Days _ Time1,Ilana Margolis
CS,171,Lab,Face To Face,060,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11186?crseNumb=171,11186,Computer Programming I,W,Days _ Time,03:00 pm - 04:50 pm,Days _ Time1,Adelaida A Medlock
HIST,101,Seminar,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11278?crseNumb=101,11278,Introductory Seminar in History I,TR,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Lloyd T Ackert
HIST,161,Lecture,Hybrid,130,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13313?crseNumb=161,13313,Themes in World Civilization I,MWF,Days _ Time,09:00 am - 09:50 am,Days _ Time1,Jonathan W Seitz
CS,171,Lab,Face To Face,061,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11188?crseNumb=171,11188,Computer Programming I,W,Days _ Time,01:00 pm - 02:50 pm,Days _ Time1,Adelaida A Medlock
HIST,201,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13315?crseNumb=201,13315,United States History to 1815,TR,Days _ Time,04:00 pm - 05:50 pm,Days _ Time1,Toni F Pitock
CS,171,Lab,Face To Face,062,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12352?crseNumb=171,12352,Computer Programming I,W,Days _ Time,01:00 pm - 02:50 pm,Days _ Time1,Adelaida A Medlock
HIST,235,Lecture,Hybrid,130,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13318?crseNumb=235,13318,"The Great War, 1914-1918",WF,Days _ Time,09:30 am - 10:50 am,Days _ Time1,Kathryn Steen
CS,171,Lab,Face To Face,063,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13635?crseNumb=171,13635,Computer Programming I,W,Days _ Time,03:00 pm - 04:50 pm,Days _ Time1,Adelaida A Medlock
HIST,248,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14830?crseNumb=248,14830,History of the Holocaust,TR,Days _ Time,10:00 am - 11:50 am,Days _ Time1,Toni F Pitock
CS,171,Lecture,Face To Face,A,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11189?crseNumb=171,11189,Computer Programming I,M,Days _ Time,10:00 am - 11:50 am,Days _ Time1,Adelaida A Medlock
HIST,276,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15193?crseNumb=276,15193,The History of Philadelphia,MW,Days _ Time,10:00 am - 11:50 am,Days _ Time1,R. Scott S Hanson
HIST,T280,Special Topics,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14835?crseNumb=T280,14835,Silences in African History,TR,Days _ Time,10:00 am - 11:50 am,Days _ Time1,Sonia Vaz Borges
CS,172,Lab,Face To Face,060,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11611?crseNumb=172,11611,Computer Programming II,F,Days _ Time,01:00 pm - 02:50 pm,Days _ Time1,Adelaida A Medlock
HIST,285,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15194?crseNumb=285,15194,Technology in Historical Perspective,MW,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Jonson W Miller
CS,172,Lab,Face To Face,061,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15134?crseNumb=172,15134,Computer Programming II,F,Days _ Time,01:00 pm - 02:50 pm,Days _ Time1,Adelaida A Medlock
HIST,285,Lecture,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15195?crseNumb=285,15195,Technology in Historical Perspective,MW,Days _ Time,04:00 pm - 05:50 pm,Days _ Time1,Jonson W Miller
CS,172,Lecture,Face To Face,A,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11612?crseNumb=172,11612,Computer Programming II,T,Days _ Time,10:00 am - 11:50 am,Days _ Time1,Adelaida A Medlock
HIST,285,Lecture,Face To Face,003,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15196?crseNumb=285,15196,Technology in Historical Perspective,TR,Days _ Time,06:00 pm - 07:50 pm,Days _ Time1,STAFF
TVMN,796,Thesis,Online,902,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13951?crseNumb=796,13951,Capstone Project Completion,TBD,Days _ Time,TBD,Days _ Time1,Joe R Marsini
CS,260,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13639?crseNumb=260,13639,Data Structures,TR,Days _ Time,03:30 pm - 04:50 pm,Days _ Time1,Yusuf Osmanlioglu
HIST,285,Lecture,Hybrid,130,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12924?crseNumb=285,12924,Technology in Historical Perspective,TR,Days _ Time,09:30 am - 10:50 am,Days _ Time1,Lloyd T Ackert
THTR,110,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12613?crseNumb=110,12613,Voice and Articulation,M,Days _ Time,12:00 pm - 02:50 pm,Days _ Time1,STAFF
CS,265,Integrated Lecture & Lab,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10232?crseNumb=265,10232,Advanced Programming Tools and Techniques,TR,Days _ Time,11:00 am - 12:20 pm,Days _ Time1,Kurt Schmidt
HIST,285,Lecture,Online,900,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15197?crseNumb=285,15197,Technology in Historical Perspective,TBD,Days _ Time,TBD,Days _ Time1,STAFF
THTR,115,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15236?crseNumb=115,15236,Theatrical Experience,TR,Days _ Time,03:30 pm - 04:50 pm,Days _ Time1,STAFF
CS,265,Integrated Lecture & Lab,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10841?crseNumb=265,10841,Advanced Programming Tools and Techniques,MW,Days _ Time,09:00 am - 10:20 am,Days _ Time1,Kurt Schmidt
HIST,289,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15198?crseNumb=289,15198,History of Science: Enlightenment to Modernity,MW,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Tiago F Saraiva
THTR,116,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10683?crseNumb=116,10683,Philadelphia Theatre Let's Go!,R,Days _ Time,06:30 pm - 09:20 pm,Days _ Time1,STAFF
HIST,296,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11896?crseNumb=296,11896,Research Methods in History I,WF,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Kathryn Steen
CS,265,Integrated Lecture & Lab,Face To Face,003,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12802?crseNumb=265,12802,Advanced Programming Tools and Techniques,MW,Days _ Time,10:30 am - 11:50 am,Days _ Time1,Kurt Schmidt
THTR,116,Lecture,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13127?crseNumb=116,13127,Philadelphia Theatre Let's Go!,R,Days _ Time,06:30 pm - 09:20 pm,Days _ Time1,STAFF
HIST,301,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10308?crseNumb=301,10308,The Study of History,TR,Days _ Time,04:00 pm - 05:50 pm,Days _ Time1,Jonson W Miller
THTR,121,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10165?crseNumb=121,10165,Dramatic Analysis,TR,Days _ Time,09:30 am - 10:50 am,Days _ Time1,STAFF
CS,265,Integrated Lecture & Lab,Face To Face,004,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13641?crseNumb=265,13641,Advanced Programming Tools and Techniques,TR,Days _ Time,12:30 pm - 01:50 pm,Days _ Time1,Dimitra Vista
HIST,338,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14833?crseNumb=338,14833,The Vietnam War,TR,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Jonson W Miller
THTR,130,Practicum,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10707?crseNumb=130,10707,Introduction to Theater Production Practicum,TR,Days _ Time,02:00 pm - 03:20 pm,Days _ Time1,STAFF
CS,265,Integrated Lecture & Lab,Face To Face,005,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10842?crseNumb=265,10842,Advanced Programming Tools and Techniques,TR,Days _ Time,02:00 pm - 03:20 pm,Days _ Time1,Dimitra Vista
HIST,341,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15199?crseNumb=341,15199,Disabilities in History,MW,Days _ Time,12:00 pm - 01:50 pm,Days _ Time1,Amy E Slaton
THTR,131,Practice,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10834?crseNumb=131,10834,Theatre Performance Practicum,TBD,Days _ Time,TBD,Days _ Time1,Nick J Anselmo
CS,265,Integrated Lecture & Lab,Face To Face,006,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12353?crseNumb=265,12353,Advanced Programming Tools and Techniques,MW,Days _ Time,01:30 pm - 02:50 pm,Days _ Time1,Galen K Long
HIST,355,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15200?crseNumb=355,15200,Venice and the Mediterranean from the Middle Ages to Napoleon,MW,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Jonathan W Seitz
THTR,132,Practice,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11343?crseNumb=132,11343,Theatre Production Practicum,TBD,Days _ Time,TBD,Days _ Time1,STAFF
CS,270,Lecture & Lab,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13643?crseNumb=270,13643,Mathematical Foundations of Computer Science,MW,Days _ Time,11:00 am - 12:50 pm,Days _ Time1,Galen K Long
HIST,366,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/14834?crseNumb=366,14834,The Black Atlantic: Slave Societies of the Americas,TR,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Toni F Pitock
THTR,132,Practice,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10575?crseNumb=132,10575,Theatre Production Practicum,TR,Days _ Time,11:00 am - 12:20 pm,Days _ Time1,STAFF
CS,270,Lecture & Lab,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15135?crseNumb=270,15135,Mathematical Foundations of Computer Science,TR,Days _ Time,09:00 am - 10:50 am,Days _ Time1,Steve Earth
THTR,132,Practice,Face To Face,003,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10708?crseNumb=132,10708,Theatre Production Practicum,TR,Days _ Time,12:30 pm - 01:50 pm,Days _ Time1,STAFF
THTR,132,Practice,Face To Face,004,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10709?crseNumb=132,10709,Theatre Production Practicum,W,Days _ Time,09:00 am - 11:50 am,Days _ Time1,STAFF
CS,270,Lecture & Lab,Face To Face,003,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12354?crseNumb=270,12354,Mathematical Foundations of Computer Science,TR,Days _ Time,02:00 pm - 03:50 pm,Days _ Time1,Galen K Long
THTR,132,Practice,Face To Face,005,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10711?crseNumb=132,10711,Theatre Production Practicum,F,Days _ Time,09:00 am - 11:50 am,Days _ Time1,STAFF
CS,270,Lecture & Lab,Face To Face,004,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13644?crseNumb=270,13644,Mathematical Foundations of Computer Science,TR,Days _ Time,04:00 pm - 05:50 pm,Days _ Time1,Mark W Boady
THTR,132,Practice,Face To Face,006,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10712?crseNumb=132,10712,Theatre Production Practicum,F,Days _ Time,12:00 pm - 02:50 pm,Days _ Time1,STAFF
CS,270,Lecture & Lab,Face To Face,005,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13645?crseNumb=270,13645,Mathematical Foundations of Computer Science,MW,Days _ Time,01:00 pm - 02:50 pm,Days _ Time1,Mark W Boady
THTR,133,Practicum,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11433?crseNumb=133,11433,Theatre Management Practicum,R,Days _ Time,05:30 pm - 06:50 pm,Days _ Time1,STAFF
CS,270,Lecture & Lab,Face To Face,006,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13646?crseNumb=270,13646,Mathematical Foundations of Computer Science,MW,Days _ Time,03:00 pm - 04:50 pm,Days _ Time1,Mark W Boady
THTR,134,Practicum,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11366?crseNumb=134,11366,Open Mic Management Practicum,R,Days _ Time,07:00 pm - 10:50 pm,Days _ Time1,STAFF
CS,277,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12712?crseNumb=277,12712,Algorithms and Analysis,TR,Days _ Time,09:30 am - 10:50 am,Days _ Time1,Yusuf Osmanlioglu
THTR,141,Practicum,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11367?crseNumb=141,11367,Theatre Performance Ensemble,MW,Days _ Time,05:30 pm - 06:50 pm,Days _ Time1,Nick J Anselmo
CS,277,Lecture,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13647?crseNumb=277,13647,Algorithms and Analysis,MW,Days _ Time,12:00 pm - 01:20 pm,Days _ Time1,Yusuf Osmanlioglu
THTR,141,Practicum,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12783?crseNumb=141,12783,Theatre Performance Ensemble,MW,Days _ Time,05:30 pm - 06:50 pm,Days _ Time1,STAFF
THTR,142,Practicum,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13128?crseNumb=142,13128,Director's Lab Practicum,TBD,Days _ Time,TBD,Days _ Time1,Bill J Fennelly
CS,277,Lecture,Face To Face,003,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13648?crseNumb=277,13648,Algorithms and Analysis,MW,Days _ Time,01:30 pm - 02:50 pm,Days _ Time1,Kurt Schmidt
THTR,143,Practicum,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11368?crseNumb=143,11368,Musical Theatre Cabaret,W,Days _ Time,07:00 pm - 09:50 pm,Days _ Time1,STAFF
CS,281,Lab,Face To Face,060,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11140?crseNumb=281,11140,Systems Architecture,R,Days _ Time,01:00 pm - 02:50 pm,Days _ Time1,Constantine Katsinis
THTR,145,Practicum,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12620?crseNumb=145,12620,Advanced Theatre Improvisation Ensemble,T,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,STAFF
CS,281,Lab,Face To Face,061,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10868?crseNumb=281,10868,Systems Architecture,R,Days _ Time,03:00 pm - 04:50 pm,Days _ Time1,Constantine Katsinis
THTR,210,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10138?crseNumb=210,10138,Acting: Fundamentals,W,Days _ Time,12:00 pm - 02:50 pm,Days _ Time1,STAFF
CS,281,Lab,Face To Face,062,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11877?crseNumb=281,11877,Systems Architecture,R,Days _ Time,09:00 am - 10:50 am,Days _ Time1,Constantine Katsinis
THTR,210,Lecture,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13129?crseNumb=210,13129,Acting: Fundamentals,M,Days _ Time,03:00 pm - 05:50 pm,Days _ Time1,STAFF
CS,281,Lab,Face To Face,063,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12713?crseNumb=281,12713,Systems Architecture,R,Days _ Time,11:00 am - 12:50 pm,Days _ Time1,Constantine Katsinis
THTR,211,Lecture & Lab,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10444?crseNumb=211,10444,Acting: Scene Study,M,Days _ Time,07:00 pm - 09:50 pm,Days _ Time1,STAFF
CS,281,Lecture,Face To Face,A,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10867?crseNumb=281,10867,Systems Architecture,M,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,Constantine Katsinis
THTR,240,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11290?crseNumb=240,11290,Theatre Production I,MW,Days _ Time,09:30 am - 10:50 am,Days _ Time1,STAFF
CS,281,Lecture,Face To Face,B,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11069?crseNumb=281,11069,Systems Architecture,T,Days _ Time,06:30 pm - 09:20 pm,Days _ Time1,Constantine Katsinis
CS,341,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12110?crseNumb=341,12110,Serious Game Development,W,Days _ Time,09:00 am - 11:50 am,Days _ Time1,Frank J Lee
CS,345,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15230?crseNumb=345,15230,Computer Game Design and Development,M,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,STAFF
CS,361,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10663?crseNumb=361,10663,Concurrent Programming,TR,Days _ Time,02:00 pm - 03:20 pm,Days _ Time1,Mark W Boady
CS,375,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15136?crseNumb=375,15136,Web Development,MW,Days _ Time,09:00 am - 10:20 am,Days _ Time1,Galen K Long
CS,377,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12714?crseNumb=377,12714,Software Security,F,Days _ Time,12:00 pm - 02:50 pm,Days _ Time1,Spiros Mancoridis
CS,380,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10150?crseNumb=380,10150,Artificial Intelligence,MW,Days _ Time,01:30 pm - 02:50 pm,Days _ Time1,Dario D Salvucci
CS,380,Lecture,Face To Face,002,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/12715?crseNumb=380,12715,Artificial Intelligence,MW,Days _ Time,10:30 am - 11:50 am,Days _ Time1,Dario D Salvucci
CS,387,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/15137?crseNumb=387,15137,Game AI Development,TR,Days _ Time,03:30 pm - 04:50 pm,Days _ Time1,Ehsan Baradaran Khosroshahi
CS,430,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/11143?crseNumb=430,11143,Computer Graphics,MW,Days _ Time,03:00 pm - 04:20 pm,Days _ Time1,David E Breen
CS,457,Recitation/Discussion,Face To Face,060,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13654?crseNumb=457,13654,Data Structures and Algorithms I,F,Days _ Time,09:00 am - 10:50 am,Days _ Time1,Manolis Pountourakis
CS,457,Lecture,Face To Face,A,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13655?crseNumb=457,13655,Data Structures and Algorithms I,M,Days _ Time,03:00 pm - 05:50 pm,Days _ Time1,Manolis Pountourakis
CS,461,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/13656?crseNumb=461,13656,Database Systems,TR,Days _ Time,05:00 pm - 06:20 pm,Days _ Time1,Dimitra Vista
CS,472,Lecture,Face To Face,001,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/10121?crseNumb=472,10121,"Computer Networks: Theory, Applications and Programming",W,Days _ Time,06:00 pm - 08:50 pm,Days _ Time1,Michael T Kain
