SubjectCode,CourseNo\.,InstrType,InstrMethod,Sec,CRN_URL,CRN,CourseTitle,Days_Time,Days_Time1,Days_Time2,Days_Time3,Instructor
BIO,132,Recitation/Discussion,Face To Face,011,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23747?crseNumb=132,23747,Genetics and Evolution,F,01:00 pm - 01:50 pm,,,"William J Albert, Matthew T McDonald, Kevin P Smith"
BIO,132,Recitation/Discussion,Face To Face,012,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23748?crseNumb=132,23748,Genetics and Evolution,F,02:00 pm - 02:50 pm,,,"William J Albert, Matthew T McDonald, Kevin P Smith"
BIO,132,Recitation/Discussion,Face To Face,015,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23751?crseNumb=132,23751,Genetics and Evolution,W,04:00 pm - 04:50 pm,,,"Shruti B Patel, Matthew T McDonald, Kevin P Smith"
BIO,132,Recitation/Discussion,Face To Face,016,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23752?crseNumb=132,23752,Genetics and Evolution,R,11:00 am - 11:50 am,,,"Zach N Goldbaum, Matthew T McDonald, Kevin P Smith"
BIO,132,Recitation/Discussion,Face To Face,017,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23753?crseNumb=132,23753,Genetics and Evolution,R,12:00 pm - 12:50 pm,,,"Sara S Amer, Matthew T McDonald, Kevin P Smith"
BIO,132,Recitation/Discussion,Face To Face,018,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23754?crseNumb=132,23754,Genetics and Evolution,R,02:00 pm - 02:50 pm,,,"Zach N Goldbaum, Matthew T McDonald, Kevin P Smith"
BIO,132,Recitation/Discussion,Face To Face,21H,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23757?crseNumb=132,23757,Genetics and Evolution,F,01:00 pm - 01:50 pm,,,"Benoit Bechade, Manuel A Seman Senderos"
BIO,132,Recitation/Discussion,Face To Face,22H,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23758?crseNumb=132,23758,Genetics and Evolution,F,02:00 pm - 02:50 pm,,,"Benoit Bechade, Manuel A Seman Senderos"
BIO,132,Lecture,Face To Face,A,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23759?crseNumb=132,23759,Genetics and Evolution,MWF,11:00 am - 11:50 am,"Mar 14, 2022","Final Exam:
01:00 pm - 03:00 pm","Kevin P Smith, Matthew T McDonald"
BIO,132,Lecture,Face To Face,B,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23760?crseNumb=132,23760,Genetics and Evolution,MWF,03:00 pm - 03:50 pm,"Mar 14, 2022","Final Exam:
01:00 pm - 03:00 pm","Matthew T McDonald, Kevin P Smith"
BIO,132,Lecture,Face To Face,H,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23761?crseNumb=132,23761,Genetics and Evolution,TR,09:30 am - 10:50 am,"Mar 14, 2022","Final Exam:
01:00 pm - 03:00 pm",Manuel A Seman Senderos
BIO,135,Lab,Face To Face,062,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23763?crseNumb=135,23763,Genetics and Evolution Lab,T,10:00 am - 11:50 am,,,"Brook A Antalosky, Matthew T McDonald, Kevin P Smith"
BIO,135,Lab,Face To Face,063,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23764?crseNumb=135,23764,Genetics and Evolution Lab,T,12:00 pm - 01:50 pm,,,"Bryan S Featherstone, Matthew T McDonald, Kevin P Smith"
BIO,135,Lab,Face To Face,064,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23765?crseNumb=135,23765,Genetics and Evolution Lab,T,02:00 pm - 03:50 pm,,,"Bryan S Featherstone, Matthew T McDonald, Kevin P Smith"
BIO,135,Lab,Face To Face,065,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23766?crseNumb=135,23766,Genetics and Evolution Lab,T,04:00 pm - 05:50 pm,,,"Bryan S Featherstone, Matthew T McDonald, Kevin P Smith"
BIO,135,Lab,Face To Face,066,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23767?crseNumb=135,23767,Genetics and Evolution Lab,W,09:00 am - 10:50 am,,,"Kathryn M Markey, Kevin P Smith"
BIO,135,Lab,Face To Face,067,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23768?crseNumb=135,23768,Genetics and Evolution Lab,W,03:00 pm - 04:50 pm,,,"Kathryn A Swanson, Matthew T McDonald, Kevin P Smith"
BIO,135,Lab,Face To Face,068,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23769?crseNumb=135,23769,Genetics and Evolution Lab,R,08:00 am - 09:50 am,,,"Caitlyn T Jencarelli, Monica M Togna, Matthew T McDonald, Kevin P Smith"
BIO,135,Lab,Face To Face,069,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23770?crseNumb=135,23770,Genetics and Evolution Lab,R,10:00 am - 11:50 am,,,"Brook A Antalosky, Matthew T McDonald, Kevin P Smith"
BIO,135,Lab,Face To Face,070,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23771?crseNumb=135,23771,Genetics and Evolution Lab,R,12:00 pm - 01:50 pm,,,"Kathryn M Markey, Matthew T McDonald, Kevin P Smith"
BIO,135,Lab,Face To Face,071,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23772?crseNumb=135,23772,Genetics and Evolution Lab,R,02:00 pm - 03:50 pm,,,"Megan R Radler, Matthew T McDonald, Kevin P Smith"
BIO,135,Lab,Face To Face,072,https://termmasterschedule.drexel.edu/webtms_du/courseDetails/23773?crseNumb=135,23773,Genetics and Evolution Lab,R,04:00 pm - 05:50 pm,,,"Kathryn M Markey, Matthew T McDonald, Kevin P Smith"
